taskName	junk	item	start_fr	start_s	end_fr	end_s	stratum	judgement
vbs22-avs-01	0	03723	7921	330.413	8655	361.027	1	1
vbs22-avs-01	0	13942	3259	135.969	3319	138.471	1	1
vbs22-avs-01	0	00148	8842	368.826	8960	373.748	1	1
vbs22-avs-01	0	08611	2933	117.32	2980	119.2	1	1
vbs22-avs-01	0	16517	4542	181.68	4653	186.12	1	1
vbs22-avs-01	0	10562	5117	204.68	5194	207.76	1	1
vbs22-avs-01	0	11402	87	3.67	192	8.008	1	1
vbs22-avs-01	0	12108	1097	45.795	1171	48.882	1	1
vbs22-avs-01	0	10531	1452	58.08	1600	64.0	1	0
vbs22-avs-01	0	13262	1160	48.423	1888	78.787	1	1
vbs22-avs-01	0	14907	9653	322.121	9824	327.827	1	1
vbs22-avs-01	0	00607	10922	364.464	11643	388.521	1	1
vbs22-avs-01	0	07912	16733	697.947	16778	699.824	1	0
vbs22-avs-01	0	08946	4956	206.748	5208	217.217	1	1
vbs22-avs-01	0	14461	932	37.28	1661	66.44	1	1
vbs22-avs-01	0	16517	2714	108.56	3037	121.48	1	1
vbs22-avs-01	0	15448	2856	119.041	2865	119.375	1	1
vbs22-avs-01	0	16517	1614	64.56	1845	73.8	1	1
vbs22-avs-01	0	09396	3105	124.2	3145	125.8	1	1
vbs22-avs-01	0	11912	4018	160.72	4027	161.08	1	1
vbs22-avs-01	0	06406	2976	124.0	2997	124.916	1	1
vbs22-avs-01	0	11402	1608	67.108	1667	69.569	1	1
vbs22-avs-01	0	16517	5347	213.88	5513	220.52	1	1
vbs22-avs-01	0	13942	3546	147.939	3602	150.275	1	1
vbs22-avs-01	0	00109	30170	1206.8	30183	1207.32	1	0
vbs22-avs-01	0	01090	34312	1372.48	34348	1373.92	1	1
vbs22-avs-01	0	13757	1151	46.04	1236	49.44	1	1
vbs22-avs-01	0	08816	23300	777.476	23443	782.248	1	1
vbs22-avs-01	0	00701	6755	281.781	6855	285.952	1	1
vbs22-avs-01	0	01090	34516	1380.64	34582	1383.28	1	1
vbs22-avs-01	0	05043	2695	107.8	2714	108.56	1	1
vbs22-avs-01	0	00616	4208	168.32	4496	179.84	1	1
vbs22-avs-01	0	15973	651	27.193	713	29.779	1	1
vbs22-avs-01	0	12208	1782	71.28	1792	71.68	1	1
vbs22-avs-01	0	06031	9527	381.08	9541	381.64	1	1
vbs22-avs-01	0	00956	1257	50.28	1557	62.28	1	1
vbs22-avs-01	0	11402	7448	310.685	7529	314.063	1	1
vbs22-avs-01	0	15574	5957	198.798	6157	205.471	1	1
vbs22-avs-01	0	03587	4119	171.838	4204	175.383	1	1
vbs22-avs-01	0	06635	3315	138.304	3324	138.68	1	1
vbs22-avs-01	0	13437	302	12.637	1026	42.834	1	1
vbs22-avs-01	0	01090	50800	2032.0	50815	2032.6	1	1
vbs22-avs-01	0	03587	4205	175.425	4259	177.677	1	1
vbs22-avs-01	0	01090	39990	1599.6	40124	1604.96	1	1
vbs22-avs-01	0	01090	10479	419.16	10528	421.12	1	1
vbs22-avs-01	0	13690	3946	164.622	4274	178.303	1	0
vbs22-avs-01	0	11820	7743	309.72	7754	310.16	1	1
vbs22-avs-01	0	14044	968	38.72	1005	40.2	1	1
vbs22-avs-01	0	02960	4319	172.76	4347	173.88	1	1
vbs22-avs-01	0	15553	8264	344.719	8318	346.971	1	1
vbs22-avs-01	0	05127	2981	124.353	3158	131.734	1	-1
vbs22-avs-01	0	04391	729	30.447	801	33.45	1	1
vbs22-avs-01	0	15553	4484	187.061	5073	211.628	1	0
vbs22-avs-01	0	14987	5520	220.8	5527	221.08	1	0
vbs22-avs-01	0	04804	47295	1578.109	47352	1580.011	1	0
vbs22-avs-01	0	03176	2019	84.166	2730	113.791	1	1
vbs22-avs-01	0	07241	4777	199.282	5214	217.508	1	0
vbs22-avs-01	0	05121	3339	133.56	4070	162.8	1	0
vbs22-avs-01	0	03968	4952	206.581	5031	209.876	1	1
vbs22-avs-01	0	04464	588	23.52	607	24.28	1	1
vbs22-avs-01	0	03589	3864	128.962	4110	137.137	1	1
vbs22-avs-01	0	00193	2327	93.08	2338	93.52	1	0
vbs22-avs-01	0	03152	5551	185.251	5664	189.022	1	1
vbs22-avs-01	0	02159	1106	44.24	1146	45.84	1	1
vbs22-avs-01	0	00510	1980	79.24	1991	79.64	1	1
vbs22-avs-01	0	01496	750	25.058	780	26.026	1	1
vbs22-avs-01	0	06494	6398	213.513	6416	214.113	1	0
vbs22-avs-01	0	03587	490	20.478	526	21.98	1	1
vbs22-avs-01	0	03048	2436	81.314	2446	81.648	1	0
vbs22-avs-01	0	14907	5779	192.859	6508	217.183	1	1
vbs22-avs-01	0	00031	2748	114.656	2766	115.406	1	1
vbs22-avs-01	0	02045	1813	75.463	1842	76.67	1	1
vbs22-avs-01	0	07900	327	10.944	578	19.319	1	1
vbs22-avs-01	0	00136	1852	74.08	2413	96.52	1	1
vbs22-avs-01	0	09526	3850	160.618	3868	161.369	1	1
vbs22-avs-01	0	03723	4330	180.638	4380	182.724	1	1
vbs22-avs-01	0	15630	29139	972.304	29875	996.862	1	0
vbs22-avs-01	0	12050	7697	307.88	7809	312.36	1	1
vbs22-avs-01	0	04804	18265	609.475	18330	611.644	1	1
vbs22-avs-01	0	01090	42275	1691.0	42326	1693.04	1	1
vbs22-avs-01	0	11402	87	3.67	192	8.008	1	1
vbs22-avs-01	0	02575	5818	232.72	5931	237.24	1	1
vbs22-avs-01	0	11061	33378	1335.12	34105	1364.2	1	-1
vbs22-avs-01	0	15171	612	25.541	627	26.166	1	1
vbs22-avs-01	0	15630	18222	608.04	18430	614.981	1	0
vbs22-avs-01	0	16526	5932	197.964	5953	198.665	1	1
vbs22-avs-01	0	04804	43852	1463.228	44053	1469.935	1	1
vbs22-avs-01	0	01090	44228	1769.12	44293	1771.72	1	1
vbs22-avs-01	0	00136	2801	112.04	2823	112.92	1	1
vbs22-avs-01	0	00233	2421	100.875	2569	107.083	1	0
vbs22-avs-01	0	06611	5062	210.958	5070	211.25	1	1
vbs22-avs-01	0	10838	5160	215.256	5177	215.965	1	1
vbs22-avs-01	0	13036	4154	173.298	4845	202.118	1	1
vbs22-avs-01	0	01090	46812	1872.48	46845	1873.8	1	1
vbs22-avs-01	0	07912	14880	620.661	15505	646.729	1	0
vbs22-avs-01	0	02467	8075	336.836	8373	349.265	1	1
vbs22-avs-01	0	00659	7510	313.271	7524	313.855	1	1
vbs22-avs-01	0	03726	2834	118.243	3557	148.398	1	0
vbs22-avs-01	0	00136	2824	112.96	3153	126.12	1	1
vbs22-avs-01	0	06220	5350	223.181	5642	235.36	1	1
vbs22-avs-01	0	09603	1432	59.768	1536	64.064	1	1
vbs22-avs-01	0	08792	5601	186.92	6328	211.177	1	0
vbs22-avs-01	0	01861	1438	57.52	1598	63.92	1	1
vbs22-avs-01	0	03844	1528	63.772	1541	64.314	1	1
vbs22-avs-01	0	05469	6810	283.791	6813	283.875	1	1
vbs22-avs-01	0	03723	5221	217.8	5274	220.011	1	0
vbs22-avs-01	0	01090	48899	1955.96	48945	1957.8	1	0
vbs22-avs-01	0	05469	6798	283.291	6810	283.75	1	1
vbs22-avs-01	0	12207	3458	138.32	3471	138.84	1	1
vbs22-avs-01	0	01090	22900	916.0	22991	919.64	1	1
vbs22-avs-01	0	05469	6768	282.0	6775	282.333	1	1
vbs22-avs-01	0	14907	5779	192.859	6508	217.183	1	1
vbs22-avs-01	0	00136	9830	393.2	10278	411.12	1	1
vbs22-avs-01	0	11143	768	32.0	808	33.708	1	1
vbs22-avs-01	0	14907	9653	322.121	9824	327.827	1	1
vbs22-avs-01	0	05469	6813	283.916	6826	284.458	1	1
vbs22-avs-01	0	01090	49305	1972.2	49347	1973.88	1	1
vbs22-avs-01	0	13521	1578	52.685	1595	53.253	1	-1
vbs22-avs-01	0	05469	6828	284.5	6835	284.833	1	1
vbs22-avs-01	0	05246	5534	230.855	5577	232.649	1	1
vbs22-avs-01	0	05469	6837	284.875	6856	285.708	1	1
vbs22-avs-01	0	09195	699	23.356	774	25.859	1	1
vbs22-avs-01	0	05469	6858	285.75	6868	286.208	1	1
vbs22-avs-01	0	01090	49482	1979.28	49522	1980.88	1	1
vbs22-avs-01	0	04869	5293	220.804	5296	220.929	1	1
vbs22-avs-01	0	05469	6886	286.958	6895	287.333	1	1
vbs22-avs-01	0	11521	3759	150.36	4480	179.2	1	0
vbs22-avs-01	0	05469	6873	286.375	6885	286.916	1	1
vbs22-avs-01	0	03587	3860	161.035	3903	162.829	1	1
vbs22-avs-01	0	05469	6870	286.25	6871	286.333	1	1
vbs22-avs-01	0	01090	49753	1990.12	49840	1993.6	1	1
vbs22-avs-01	0	03587	1291	53.887	1359	56.723	1	1
vbs22-avs-01	0	00361	4388	175.52	4483	179.32	1	1
vbs22-avs-01	0	13619	34260	1427.541	34279	1428.333	1	0
vbs22-avs-01	0	12050	3753	150.12	3781	151.24	1	1
vbs22-avs-01	0	01578	4620	184.8	5353	214.12	1	-1
vbs22-avs-01	0	02536	5652	226.08	6376	255.04	1	1
vbs22-avs-01	0	09611	2428	97.12	2955	118.2	1	1
vbs22-avs-01	0	07117	37381	1495.24	37752	1510.08	1	1
vbs22-avs-01	0	03918	49573	1654.119	49630	1656.021	1	1
vbs22-avs-01	0	11248	4372	145.766	4725	157.5	1	0
vbs22-avs-01	0	01090	50800	2032.0	50815	2032.6	1	1
vbs22-avs-01	0	07370	7066	282.64	7077	283.08	1	1
vbs22-avs-01	0	01090	50879	2035.16	50893	2035.72	1	1
vbs22-avs-01	0	08405	7389	246.579	8119	270.937	1	1
vbs22-avs-01	0	01090	51082	2043.28	51117	2044.68	1	0
vbs22-avs-01	0	10838	5191	216.549	5205	217.133	1	1
vbs22-avs-01	0	04193	525	21.0	540	21.6	1	1
vbs22-avs-01	0	03918	49215	1642.173	49269	1643.975	1	1
vbs22-avs-01	0	03589	5693	189.989	5709	190.523	1	1
vbs22-avs-01	0	04299	9236	308.207	9247	308.574	1	1
vbs22-avs-01	0	10562	5797	231.88	5813	232.52	1	1
vbs22-avs-01	0	16517	2254	90.16	2713	108.52	1	1
vbs22-avs-01	0	11912	4624	184.96	4786	191.44	1	1
vbs22-avs-01	0	16517	1451	58.04	1613	64.52	1	1
vbs22-avs-01	0	00136	15543	621.72	16274	650.96	1	1
vbs22-avs-01	0	14907	1098	36.669	1817	60.66	1	0
vbs22-avs-01	0	14784	2140	71.438	2155	71.938	1	-1
vbs22-avs-01	0	11912	1871	74.84	1882	75.32	1	1
vbs22-avs-01	0	00148	4932	205.747	4951	206.539	1	1
vbs22-avs-01	0	08370	852	34.08	1048	41.92	1	1
vbs22-avs-01	0	03726	1376	57.432	2104	87.796	1	1
vbs22-avs-01	0	16517	5884	235.36	6159	246.36	1	1
vbs22-avs-01	0	10562	7023	280.92	7040	281.6	1	1
vbs22-avs-01	0	09405	2291	91.64	2321	92.84	1	1
vbs22-avs-01	0	13942	11776	491.199	11867	494.994	1	-1
vbs22-avs-01	0	10562	7670	306.8	7679	307.16	1	1
vbs22-avs-01	0	08946	6008	250.625	6198	258.549	1	1
vbs22-avs-01	0	08946	6391	266.599	6528	272.313	1	1
vbs22-avs-01	0	16154	10966	438.64	11140	445.6	1	1
vbs22-avs-01	0	13757	1151	46.04	1236	49.44	1	1
vbs22-avs-01	0	14907	3291	109.843	4030	134.501	1	1
vbs22-avs-01	0	03587	4460	186.06	4539	189.355	1	1
vbs22-avs-01	0	09405	1489	59.56	1513	60.52	1	1
vbs22-avs-01	0	14907	5779	192.859	6508	217.183	1	1
vbs22-avs-01	0	13290	448	17.92	475	19.0	1	1
vbs22-avs-01	0	15617	261	10.916	399	16.625	1	-1
vbs22-avs-01	0	08946	6972	290.832	7032	293.334	1	1
vbs22-avs-01	0	04804	19835	661.861	19849	662.328	1	-1
vbs22-avs-01	0	01090	1332	53.28	1422	56.88	1	1
vbs22-avs-01	0	10632	2292	76.509	2303	76.876	1	1
vbs22-avs-01	0	01370	6767	270.68	7226	289.04	1	1
vbs22-avs-01	0	10812	593	23.72	623	24.92	1	1
vbs22-avs-01	0	06726	13165	439.305	13226	441.34	1	1
vbs22-avs-01	0	10632	3926	131.03	3947	131.731	1	1
vbs22-avs-01	0	04357	3492	139.68	3696	147.84	1	0
vbs22-avs-01	0	04804	37810	1261.627	37839	1262.594	1	1
vbs22-avs-01	0	03589	5739	191.524	5758	192.158	1	1
vbs22-avs-01	0	10632	6987	233.166	7013	234.033	1	1
vbs22-avs-01	0	02045	4789	199.267	4842	201.472	1	1
vbs22-avs-01	0	00616	4898	195.92	5631	225.24	1	0
vbs22-avs-01	0	04749	17708	708.32	17796	711.84	1	1
vbs22-avs-01	0	16254	5478	182.816	6008	200.5	1	1
vbs22-avs-01	0	00871	4757	190.28	4771	190.84	1	0
vbs22-avs-01	0	00494	3604	150.358	3644	152.026	1	1
vbs22-avs-01	0	00136	26427	1057.12	26963	1078.52	1	1
vbs22-avs-01	0	04299	9669	322.655	9724	324.49	1	0
vbs22-avs-01	0	12050	13044	521.76	13091	523.64	1	0
vbs22-avs-01	0	15574	879	29.362	1209	40.373	1	0
vbs22-avs-01	0	04804	5453	181.981	5460	182.215	1	0
vbs22-avs-01	0	02770	5760	192.192	6060	202.202	1	1
vbs22-avs-01	0	07346	3660	122.155	3682	122.889	1	0
vbs22-avs-01	0	08959	11136	464.505	11195	466.966	1	1
vbs22-avs-01	0	12495	4782	191.28	4824	192.96	1	1
vbs22-avs-01	0	09540	6302	262.887	6448	268.977	1	1
vbs22-avs-01	0	00494	969	40.457	1001	41.791	1	1
vbs22-avs-01	0	00136	30018	1200.72	30035	1201.4	1	1
vbs22-avs-01	0	03587	1462	61.019	1509	62.979	1	1
vbs22-avs-01	0	02016	703	28.12	802	32.08	1	1
vbs22-avs-01	0	03587	4540	189.397	4597	191.774	1	1
vbs22-avs-01	0	16702	9123	304.437	9854	328.828	1	0
vbs22-avs-01	0	13690	4392	183.224	4964	207.081	1	0
vbs22-avs-01	0	11248	108	3.6	256	8.566	1	1
vbs22-avs-01	0	04906	458	19.144	701	29.279	1	1
vbs22-avs-01	0	14669	1300	54.262	1323	55.221	1	1
vbs22-avs-01	0	00686	919	36.76	999	39.96	1	1
vbs22-avs-01	0	12461	13803	552.12	13830	553.2	1	0
vbs22-avs-01	0	14907	3291	109.843	4030	134.501	1	1
vbs22-avs-01	0	17078	15716	628.64	15794	631.76	1	1
vbs22-avs-01	0	00501	3798	158.449	3928	163.872	1	1
vbs22-avs-01	0	10632	142	4.771	255	8.541	1	1
vbs22-avs-01	0	03587	2793	116.533	2845	118.701	1	1
vbs22-avs-01	0	06514	2984	119.36	3708	148.32	1	1
vbs22-avs-01	0	01090	26345	1053.84	26389	1055.6	1	1
vbs22-avs-01	0	02575	7683	307.32	7773	310.96	1	1
vbs22-avs-01	0	09895	7366	307.265	7372	307.515	1	1
vbs22-avs-01	0	06674	2568	107.107	2577	107.524	1	1
vbs22-avs-01	0	02826	11416	380.947	11534	384.884	1	1
vbs22-avs-01	0	02061	4580	183.2	4630	185.2	1	0
vbs22-avs-01	0	04299	3684	122.956	4363	145.612	1	0
vbs22-avs-01	0	16461	2178	72.633	2217	73.933	1	-1
vbs22-avs-01	0	00973	2073	86.503	2097	87.504	1	0
vbs22-avs-01	0	03587	5016	209.209	5081	211.961	1	0
vbs22-avs-01	0	02045	1454	60.529	1812	75.422	1	1
vbs22-avs-01	0	07110	23074	922.96	23152	926.08	1	1
vbs22-avs-01	0	00142	3744	124.8	4102	136.766	1	1
vbs22-avs-01	0	00494	936	39.039	968	40.415	1	1
vbs22-avs-01	0	06819	8856	369.041	9576	399.0	1	1
vbs22-avs-01	0	12054	42118	1405.37	42246	1409.641	1	0
vbs22-avs-01	0	08946	3073	128.211	3104	129.504	1	1
vbs22-avs-01	0	02491	3810	127.0	3820	127.366	1	0
vbs22-avs-01	0	01783	2371	94.84	2532	101.28	1	0
vbs22-avs-01	0	07241	3177	132.549	3915	163.329	1	-1
vbs22-avs-01	0	13942	8195	341.841	8818	367.825	1	1
vbs22-avs-01	0	06494	3052	101.868	3112	103.87	1	0
vbs22-avs-01	0	15766	3652	152.208	3666	152.75	1	1
vbs22-avs-01	0	15766	576	24.0	633	26.416	1	1
vbs22-avs-01	0	15766	762	31.75	853	35.583	1	1
vbs22-avs-01	0	14548	132	5.547	216	9.05	1	1
vbs22-avs-01	0	15565	4885	163.029	5092	169.936	1	1
vbs22-avs-01	0	16274	5506	229.687	5603	233.733	1	1
vbs22-avs-01	0	15035	711	29.696	814	33.992	1	1
vbs22-avs-01	0	01576	11845	395.261	12575	419.619	1	1
vbs22-avs-01	0	04299	5631	187.921	5837	194.794	1	1
vbs22-avs-01	0	00701	1557	64.981	1564	65.273	1	1
vbs22-avs-01	0	05469	6828	284.5	6835	284.833	1	1
vbs22-avs-01	0	02982	3384	135.36	3401	136.04	1	1
vbs22-avs-01	0	08097	17209	717.8	17284	720.928	1	1
vbs22-avs-01	0	10747	1007	40.28	1055	42.2	1	1
vbs22-avs-01	0	08370	3763	150.52	4228	169.12	1	1
vbs22-avs-01	0	05323	2121	70.733	2140	71.366	1	1
vbs22-avs-01	0	08370	1707	68.32	2168	86.72	1	1
vbs22-avs-01	0	00701	10971	457.623	10983	458.124	1	1
vbs22-avs-01	0	14068	16635	665.4	16650	666.0	1	1
vbs22-avs-01	0	13521	1629	54.387	1697	56.656	1	0
vbs22-avs-01	0	14068	19368	774.72	19382	775.28	1	1
vbs22-avs-01	0	10562	5292	211.68	5342	213.68	1	1
vbs22-avs-01	0	10562	7272	290.88	7365	294.6	1	1
vbs22-avs-01	0	03726	5017	209.292	5472	228.228	1	1
vbs22-avs-01	0	05323	3216	107.2	3303	110.1	1	1
vbs22-avs-01	0	02982	2825	113.0	2900	116.0	1	1
vbs22-avs-01	0	14907	10450	348.715	10465	349.215	1	1
vbs22-avs-01	0	04804	49924	1665.83	49940	1666.364	1	-1
vbs22-avs-01	0	05323	3006	100.2	3147	104.933	1	-1
vbs22-avs-01	0	10632	513	17.15	766	25.592	1	1
vbs22-avs-01	0	14548	5655	235.902	5710	238.196	1	1
vbs22-avs-01	0	09405	657	26.28	710	28.4	1	-1
vbs22-avs-01	0	03726	2105	87.837	2833	118.201	1	-1
vbs22-avs-01	0	03431	7833	326.375	7903	329.333	1	1
vbs22-avs-01	0	16154	10690	427.6	10753	430.12	1	1
vbs22-avs-01	0	09603	2417	100.85	2435	101.601	1	1
vbs22-avs-01	0	00494	3956	165.039	4011	167.333	1	1
vbs22-avs-01	0	10562	7518	300.72	7603	304.12	1	1
vbs22-avs-01	0	08933	2649	88.333	2659	88.666	1	1
vbs22-avs-01	0	07845	2822	117.742	2842	118.576	1	1
vbs22-avs-01	0	14461	4102	164.08	4832	193.28	1	1
vbs22-avs-01	0	03815	1983	82.666	2224	92.708	1	1
vbs22-avs-01	0	04088	2223	92.759	2243	93.593	1	1
vbs22-avs-01	0	01333	250	10.0	299	11.96	1	1
vbs22-avs-01	0	03221	9546	318.551	9563	319.118	1	1
vbs22-avs-01	0	06180	4968	198.72	4988	199.52	1	1
vbs22-avs-01	0	03200	9458	378.32	9500	380.0	1	0
vbs22-avs-01	0	00754	3288	137.0	3561	148.375	1	1
vbs22-avs-01	0	13271	36916	1231.797	37231	1242.307	1	1
vbs22-avs-01	0	02933	4378	175.12	4451	178.04	1	1
vbs22-avs-01	0	01508	2594	86.586	2640	88.121	1	1
vbs22-avs-01	0	02978	5082	203.28	5119	204.76	1	1
vbs22-avs-01	0	05469	6858	285.75	6868	286.208	1	1
vbs22-avs-01	0	06522	3682	147.28	3743	149.72	1	1
vbs22-avs-01	0	01253	5250	219.01	5319	221.888	1	1
vbs22-avs-01	0	02770	5395	180.046	5548	185.151	1	1
vbs22-avs-01	0	04461	4036	134.701	4188	139.772	1	0
vbs22-avs-01	0	06014	607	20.286	634	21.187	1	1
vbs22-avs-01	0	06649	2966	118.64	3336	133.48	1	0
vbs22-avs-01	0	05358	5412	216.48	5425	217.0	1	1
vbs22-avs-01	0	06166	744	29.76	773	30.92	1	0
vbs22-avs-01	0	04770	28177	1127.12	28264	1130.56	1	1
vbs22-avs-01	0	01333	873	34.92	901	36.04	1	1
vbs22-avs-01	0	04582	4481	179.24	5023	200.92	1	1
vbs22-avs-01	0	03587	2311	96.429	2380	99.307	1	1
vbs22-avs-01	0	04867	64121	2674.421	64250	2679.802	1	0
vbs22-avs-01	0	06502	5643	235.401	5669	236.486	1	1
vbs22-avs-01	0	06827	17285	720.97	17318	722.346	1	1
vbs22-avs-01	0	06750	3738	149.52	4254	170.16	1	0
vbs22-avs-01	0	07366	866	34.64	1368	54.72	1	1
vbs22-avs-01	0	05739	710	28.4	754	30.16	1	0
vbs22-avs-01	0	03628	2905	116.2	2995	119.8	1	1
vbs22-avs-01	0	03918	50006	1668.566	50078	1670.969	1	1
vbs22-avs-01	0	16330	14372	574.92	14407	576.28	1	1
vbs22-avs-01	0	13942	10804	450.658	10882	453.911	1	1
vbs22-avs-01	0	12344	7751	258.658	7791	259.993	1	1
vbs22-avs-01	0	11855	6001	240.04	6013	240.52	1	1
vbs22-avs-01	0	13271	37472	1250.349	37489	1250.916	1	1
vbs22-avs-01	0	08816	24194	807.306	24218	808.107	1	0
vbs22-avs-01	0	09603	2417	100.85	2435	101.601	1	1
vbs22-avs-01	0	04867	52828	2203.409	53556	2233.773	1	0
vbs22-avs-01	0	08370	1707	68.32	2168	86.72	1	1
vbs22-avs-01	0	14299	5482	182.949	5548	185.151	1	1
vbs22-avs-01	0	11402	1024	42.751	1293	53.97	1	1
vbs22-avs-01	0	02283	6141	245.64	6253	250.12	1	0
vbs22-avs-01	0	10218	7633	305.32	7652	306.08	1	1
vbs22-avs-01	0	15191	7650	255.288	7685	256.456	1	1
vbs22-avs-01	0	04804	4607	153.753	4626	154.387	1	-1
vbs22-avs-01	0	09526	255	10.677	467	19.519	1	1
vbs22-avs-01	0	03587	3561	148.565	3589	149.732	1	1
vbs22-avs-01	0	07117	37381	1495.24	37752	1510.08	1	1
vbs22-avs-01	0	05515	6315	210.743	6355	212.078	1	1
vbs22-avs-01	0	12344	2073	69.202	2143	71.538	1	1
vbs22-avs-01	0	10632	931	31.097	1006	33.6	1	1
vbs22-avs-01	0	04145	6387	213.146	6439	214.881	1	1
vbs22-avs-01	0	02159	3202	128.08	3268	130.72	1	1
vbs22-avs-01	0	12344	2144	71.571	2254	75.241	1	1
vbs22-avs-01	0	15079	8553	285.418	8766	292.525	1	1
vbs22-avs-01	0	15973	651	27.193	713	29.779	1	1
vbs22-avs-01	0	01496	1881	62.796	2046	68.301	1	1
vbs22-avs-01	0	02770	5760	192.192	6060	202.202	1	1
vbs22-avs-01	0	09526	1393	58.141	1659	69.235	1	1
vbs22-avs-01	0	12344	2424	80.914	2433	81.214	1	1
vbs22-avs-01	0	10632	1691	56.456	1697	56.656	1	1
vbs22-avs-01	0	05328	2131	88.922	2851	118.952	1	0
vbs22-avs-01	0	00602	2128	85.12	2519	100.76	1	0
vbs22-avs-01	0	00148	1750	73.031	1776	74.115	1	1
vbs22-avs-01	0	12108	3930	163.955	3958	165.123	1	1
vbs22-avs-01	0	00148	9742	406.364	9758	407.031	1	1
vbs22-avs-01	0	14777	8568	285.633	9300	310.033	1	1
vbs22-avs-01	0	05721	3957	132.065	4237	141.407	1	1
vbs22-avs-01	0	00956	1257	50.28	1557	62.28	1	1
vbs22-avs-01	0	12344	3498	116.749	3646	121.688	1	1
vbs22-avs-01	0	14907	10617	354.287	10630	354.721	1	1
vbs22-avs-01	0	05328	2852	118.993	3579	149.315	1	0
vbs22-avs-01	0	01370	3088	123.52	3822	152.92	1	1
vbs22-avs-01	0	10632	1793	59.859	1972	65.832	1	1
vbs22-avs-01	0	01548	11190	373.373	11396	380.279	1	0
vbs22-avs-01	0	08534	1844	61.561	2402	80.18	1	0
vbs22-avs-01	0	12207	3485	139.4	3499	139.96	1	1
vbs22-avs-01	0	12344	3840	128.161	3957	132.065	1	1
vbs22-avs-01	0	10632	2002	66.833	2020	67.434	1	0
vbs22-avs-01	0	00494	3495	145.812	3536	147.522	1	1
vbs22-avs-01	0	12239	7035	234.533	7770	259.0	1	0
vbs22-avs-01	0	08933	4020	134.033	4083	136.133	1	1
vbs22-avs-01	0	10632	142	4.771	255	8.541	1	1
vbs22-avs-01	0	14068	17173	686.92	17192	687.68	1	0
vbs22-avs-01	0	06031	6840	273.6	6863	274.52	1	1
vbs22-avs-01	0	05323	2253	75.1	2311	77.066	1	0
vbs22-avs-01	0	05323	1476	49.233	1497	49.933	1	1
vbs22-avs-01	0	15574	1210	40.407	1833	61.194	1	1
vbs22-avs-01	0	08933	2416	80.566	2461	82.066	1	1
vbs22-avs-01	0	14548	2452	102.31	3072	128.169	1	1
vbs22-avs-01	0	08933	1576	52.566	1587	52.933	1	0
vbs22-avs-01	0	05323	3376	112.566	3390	113.0	1	1
vbs22-avs-01	0	15574	2468	82.382	2640	88.121	1	1
vbs22-avs-01	0	14784	2940	98.131	3070	102.469	1	1
vbs22-avs-01	0	00148	4334	180.805	4340	181.055	1	1
vbs22-avs-01	0	10874	2589	108.024	2619	109.275	1	1
vbs22-avs-01	0	06031	9488	379.52	9526	381.04	1	1
vbs22-avs-01	0	04804	23650	789.155	23681	790.189	1	0
vbs22-avs-01	0	00494	969	40.457	1001	41.791	1	1
vbs22-avs-01	0	08370	2781	111.24	3115	124.6	1	1
vbs22-avs-01	0	08933	675	22.533	714	23.833	1	1
vbs22-avs-01	0	12657	2024	84.459	2091	87.253	1	1
vbs22-avs-01	0	14068	16311	652.44	16326	653.04	1	0
vbs22-avs-01	0	00148	11861	494.744	12134	506.13	1	1
vbs22-avs-01	0	15574	3420	114.147	3815	127.327	1	0
vbs22-avs-01	0	02421	18813	752.52	18860	754.4	1	1
vbs22-avs-01	0	08933	1635	54.5	1642	54.766	1	0
vbs22-avs-01	0	03587	3590	149.774	3620	151.025	1	1
vbs22-avs-01	0	06031	6448	257.96	6461	258.44	1	1
vbs22-avs-01	0	13757	1998	79.92	2026	81.04	1	1
vbs22-avs-01	0	02421	18765	750.6	18793	751.72	1	1
vbs22-avs-01	0	11290	419	16.76	429	17.16	1	1
vbs22-avs-01	0	05328	3580	149.357	4315	180.013	1	1
vbs22-avs-01	0	15574	4866	162.395	4911	163.897	1	1
vbs22-avs-01	0	04145	3562	118.885	3596	120.019	1	1
vbs22-avs-01	0	01560	3722	148.92	4461	178.44	1	0
vbs22-avs-01	0	04437	8554	285.451	9283	309.776	1	1
vbs22-avs-01	0	08370	3214	128.56	3565	142.6	1	1
vbs22-avs-01	0	12344	4714	157.323	4931	164.564	1	1
vbs22-avs-01	0	11820	8288	331.52	8307	332.28	1	0
vbs22-avs-01	0	11150	3799	158.491	3836	160.034	1	1
vbs22-avs-01	0	12344	5064	169.002	5085	169.702	1	1
vbs22-avs-01	0	12344	5086	169.736	5092	169.936	1	1
vbs22-avs-01	0	07110	15201	608.04	15346	613.84	1	1
vbs22-avs-01	0	00148	2575	107.44	2728	113.822	1	1
vbs22-avs-01	0	01907	3102	129.42	3294	137.428	1	0
vbs22-avs-01	0	12344	5053	168.635	5063	168.968	1	1
vbs22-avs-01	0	02575	2822	112.88	2917	116.68	1	1
vbs22-avs-01	0	05721	1855	61.928	1929	64.397	1	1
vbs22-avs-01	0	12344	4999	166.833	5052	168.601	1	1
vbs22-avs-01	0	06821	6498	259.96	6534	261.36	1	1
vbs22-avs-01	0	13271	19659	655.988	19697	657.256	1	1
vbs22-avs-01	0	04249	1521	63.48	1536	64.105	1	1
vbs22-avs-01	0	02471	850	34.0	925	37.0	1	1
vbs22-avs-01	0	02575	3688	147.52	3961	158.44	1	1
